waffles/3888417.jpg,1
waffles/3192557.jpg,1
waffles/971843.jpg,1
waffles/1427986.jpg,1
waffles/1539206.jpg,1
waffles/655334.jpg,1
waffles/2493998.jpg,1
waffles/1729046.jpg,1
waffles/2777324.jpg,1
waffles/2002292.jpg,1
waffles/395442.jpg,1
waffles/314148.jpg,1
waffles/1354919.jpg,1
waffles/1386687.jpg,1
waffles/498671.jpg,1
waffles/2629714.jpg,1
waffles/272795.jpg,1
waffles/1553222.jpg,3
waffles/257273.jpg,1
waffles/129067.jpg,1
tiramisu/1859635.jpg,1
tiramisu/2611937.jpg,1
tiramisu/2722457.jpg,1
tiramisu/1498437.jpg,1
tiramisu/879204.jpg,1
tiramisu/560486.jpg,0
tiramisu/301551.jpg,1
tiramisu/1463336.jpg,1
tiramisu/3185573.jpg,1
tiramisu/1015080.jpg,1
tiramisu/2636152.jpg,1
tiramisu/389241.jpg,1
tiramisu/3840092.jpg,0
tiramisu/1733220.jpg,1
tiramisu/3658415.jpg,1
tiramisu/2714250.jpg,1
tiramisu/831877.jpg,1
tiramisu/1800350.jpg,1
tiramisu/1756241.jpg,1
tiramisu/193302.jpg,1
tacos/484927.jpg,1
tacos/155635.jpg,3
tacos/1344920.jpg,3
tacos/1561938.jpg,1
tacos/835998.jpg,1
tacos/3233123.jpg,3
tacos/3017777.jpg,3
tacos/3151905.jpg,3
tacos/3899081.jpg,3
tacos/2621360.jpg,3
tacos/3732800.jpg,3
tacos/1840006.jpg,3
tacos/650660.jpg,3
tacos/3858018.jpg,1
tacos/3322600.jpg,3
tacos/537119.jpg,1
tacos/2488764.jpg,3
tacos/2622735.jpg,3
tacos/243366.jpg,1
tacos/3227977.jpg,3
sushi/3107996.jpg,0
sushi/1193742.jpg,4
sushi/3095238.jpg,4
sushi/2120972.jpg,1
sushi/3288206.jpg,4
sushi/3820564.jpg,4
sushi/1754536.jpg,4
sushi/608219.jpg,4
sushi/3081701.jpg,4
sushi/1510496.jpg,4
sushi/2670852.jpg,1
sushi/5445.jpg,4
sushi/3337386.jpg,4
sushi/36641.jpg,1
sushi/999858.jpg,1
sushi/765750.jpg,4
sushi/1930318.jpg,4
sushi/69594.jpg,4
sushi/1893538.jpg,4
strawberry_shortcake/1654720.jpg,1
strawberry_shortcake/3277577.jpg,1
strawberry_shortcake/1169822.jpg,1
strawberry_shortcake/3490835.jpg,1
strawberry_shortcake/30032.jpg,0
strawberry_shortcake/1438681.jpg,1
steak/239025.jpg,0
steak/1155665.jpg,0
steak/413497.jpg,0
steak/3007772.jpg,0
